id,date,asset_id,lot_id,methodology_id,clean_price,accrued_interest,indexer_id,indexer_percentage,spread_over_indexer,spread_over_cdi,spread_over_inflation,cash_flow,currency_id,last_valuation_flag,created_at,updated_at,duration_years
13470074,2026-02-13 00:00:00-03,20451,1,2,73.46452752,9.40863634,1,1.00000000,0.17000000,0.03171928,,0.00000000,2,f,2026-05-09 22:20:07.555792-03,,
13711014,2026-02-14 00:00:00-03,20451,1,2,73.46452752,9.40863634,1,1.00000000,0.17000000,0.03171928,,0.00000000,2,f,2026-05-09 22:29:10.753086-03,,
13711062,2026-02-15 00:00:00-03,20451,1,2,73.46452752,9.40863634,1,1.00000000,0.17000000,0.03171928,,0.00000000,2,f,2026-05-09 22:29:29.39034-03,,
13711110,2026-02-16 00:00:00-03,20451,1,2,73.46452752,9.40863634,1,1.00000000,0.17000000,0.03171928,,0.00000000,2,f,2026-05-09 22:29:48.604014-03,,
13711158,2026-02-17 00:00:00-03,20451,1,2,73.46452752,9.40863634,1,1.00000000,0.17000000,0.03171928,,0.00000000,2,f,2026-05-09 22:30:07.625334-03,,
13711211,2026-02-18 00:00:00-03,20451,1,2,73.46452752,9.46028495,1,1.00000000,0.17000000,0.03230470,,0.00000000,2,f,2026-05-09 22:30:26.226228-03,,
13711259,2026-02-19 00:00:00-03,20451,1,2,73.46452752,9.51196575,1,1.00000000,0.17000000,0.03135622,,0.00000000,2,f,2026-05-09 22:30:44.262593-03,,
13711307,2026-02-20 00:00:00-03,20451,1,2,73.46452752,9.56367876,1,1.00000000,0.17000000,0.03192019,,0.00000000,2,f,2026-05-09 22:31:01.794867-03,,
13711350,2026-02-21 00:00:00-03,20451,1,2,73.46452752,9.56367876,1,1.00000000,0.17000000,0.03192019,,0.00000000,2,f,2026-05-09 22:31:21.085306-03,,
13711398,2026-02-22 00:00:00-03,20451,1,2,73.46452752,9.56367876,1,1.00000000,0.17000000,0.03192019,,0.00000000,2,f,2026-05-09 22:31:38.514725-03,,
13711451,2026-02-23 00:00:00-03,20451,1,2,73.46452752,9.61542400,1,1.00000000,0.17000000,0.03182101,,0.00000000,2,f,2026-05-09 22:31:56.131995-03,,
13711499,2026-02-24 00:00:00-03,20451,1,2,73.46452752,9.66720149,1,1.00000000,0.17000000,0.03229454,,0.00000000,2,f,2026-05-09 22:32:14.411385-03,,
13832041,2026-02-25 00:00:00-03,20451,1,2,73.46452752,9.71901125,1,1.00000000,0.17000000,0.03267641,,0.00000000,2,f,2026-05-09 22:41:59.754741-03,,
13832089,2026-02-26 00:00:00-03,20451,1,2,73.46452752,9.77085330,1,1.00000000,0.17000000,0.03277647,,0.00000000,2,f,2026-05-09 22:42:18.690152-03,,
13832137,2026-02-27 00:00:00-03,20451,1,2,73.46452752,9.82272765,1,1.00000000,0.17000000,0.03249415,,0.00000000,2,f,2026-05-09 22:42:36.079512-03,,
13832180,2026-02-28 00:00:00-03,20451,1,2,73.46452752,9.82272765,1,1.00000000,0.17000000,0.03249415,,0.00000000,2,f,2026-05-09 22:42:54.304659-03,,
13832228,2026-03-01 00:00:00-03,20451,1,2,73.46452752,9.82272765,1,1.00000000,0.17000000,0.03249415,,0.00000000,2,f,2026-05-09 22:43:12.518337-03,,
13832281,2026-03-02 00:00:00-03,20451,1,2,73.46452752,9.87463433,1,1.00000000,0.17000000,0.03183760,,0.00000000,2,f,2026-05-09 22:43:30.033235-03,,
13832329,2026-03-03 00:00:00-03,20451,1,2,73.46452752,9.92657336,1,1.00000000,0.17000000,0.03039282,,0.00000000,2,f,2026-05-09 22:43:47.74415-03,,
15263184,2026-03-04 00:00:00-03,20451,1,2,73.46452752,9.97854476,1,1.00000000,0.17000000,0.03133725,,0.00000000,2,f,2026-05-10 00:33:26.914024-03,,
15263232,2026-03-05 00:00:00-03,20451,1,2,73.46452752,10.03054855,1,1.00000000,0.17000000,0.02909606,,0.00000000,2,f,2026-05-10 00:33:44.443775-03,,
